NS,EW,UD
-0.015,-0.002,-0.003
0.005,0.003,-0.005
0.015,0.000,0.004
-0.014,-0.003,-0.003
-0.001,0.003,-0.006
0.010,0.001,0.001
-0.007,-0.003,0.000
-0.005,-0.001,0.000
0.009,0.000,-0.000
0.001,-0.001,-0.001
-0.009,0.002,-0.001
0.009,0.000,-0.002
0.006,-0.004,0.004
-0.013,0.002,-0.001
0.004,0.003,-0.001
0.010,-0.002,0.008
-0.013,-0.004,0.000
0.001,-0.000,-0.002
0.015,0.003,0.005
-0.009,-0.000,-0.001
-0.005,0.000,-0.001
0.012,0.003,0.005
-0.009,-0.003,-0.002
-0.002,-0.001,-0.003
0.009,0.006,0.005
-0.009,-0.000,-0.004
-0.003,-0.005,-0.002
0.006,0.004,0.005
-0.003,-0.000,-0.000
-0.006,-0.004,0.000
0.008,0.003,0.000
0.001,-0.001,-0.001
-0.008,-0.001,0.002
0.013,0.001,0.000
0.002,-0.003,0.005
-0.017,0.001,0.000
0.007,0.004,-0.005
0.009,-0.001,0.005
-0.013,0.002,-0.000
0.001,0.002,-0.005
0.010,-0.002,0.001
-0.007,0.000,0.000
-0.004,0.000,-0.003
0.005,0.000,0.000
-0.001,0.000,0.000
-0.002,-0.003,0.000
0.003,0.003,0.001
0.001,0.004,0.000
-0.006,-0.003,0.000
0.003,0.001,0.003
0.004,0.004,0.002
-0.013,-0.004,0.000
0.002,-0.002,-0.002
0.008,0.003,0.003
-0.011,0.001,-0.001
0.008,-0.001,-0.004
0.001,0.001,0.003
-0.016,-0.003,-0.006
0.014,0.001,0.000
0.006,0.003,0.009
-0.018,-0.003,-0.002
0.003,0.002,0.001
0.010,-0.000,-0.000
-0.009,-0.004,-0.006
-0.006,0.000,-0.001
0.011,-0.001,-0.001
-0.001,0.000,0.001
-0.009,0.001,-0.001
0.008,-0.001,-0.000
0.002,-0.001,0.004
-0.009,0.003,-0.007
0.011,0.001,-0.001
0.003,-0.007,0.007
-0.018,0.003,-0.004
0.010,0.005,0.000
0.006,-0.004,0.005
-0.017,-0.000,-0.007
0.006,0.001,-0.003
0.006,-0.001,0.001
-0.013,-0.003,-0.007
0.002,0.002,-0.001
0.005,0.003,0.003
-0.011,-0.001,-0.005
-0.001,-0.004,-0.000
0.010,-0.001,0.004
-0.008,0.002,-0.005
-0.007,0.000,-0.003
0.011,-0.004,0.001
-0.003,0.000,-0.002
-0.005,0.003,-0.001
0.012,-0.003,0.001
-0.003,0.001,-0.001
-0.005,0.002,-0.004
0.009,0.001,0.001
-0.006,-0.001,-0.002
-0.001,-0.001,-0.003
0.011,0.008,0.001
-0.008,-0.002,-0.005
-0.007,-0.003,-0.003
0.009,0.005,-0.000
-0.000,-0.007,-0.003
-0.006,-0.000,0.002
-0.000,0.006,0.001
0.002,-0.008,-0.000
0.003,-0.000,0.000
0.000,0.006,-0.001
-0.005,-0.003,0.000
-0.000,0.000,-0.000
0.004,0.004,0.001
-0.001,-0.004,-0.000
-0.001,0.000,-0.003
0.002,0.003,-0.002
0.000,-0.001,-0.002
0.002,0.001,0.000
-0.001,0.002,0.000
0.000,-0.001,0.000
0.006,-0.001,0.004
-0.006,0.000,0.001
0.000,-0.000,0.001
0.006,-0.003,0.001
-0.005,0.003,-0.004
0.000,0.001,-0.001
0.003,-0.003,0.000
-0.003,0.003,-0.001
-0.001,0.001,-0.001
0.003,-0.006,-0.000
-0.003,0.002,0.001
-0.005,0.005,-0.003
0.008,-0.003,0.001
-0.002,-0.001,0.003
-0.005,0.003,-0.003
0.011,-0.000,0.000
-0.004,-0.001,-0.001
-0.009,0.000,0.001
0.009,-0.004,0.004
-0.000,-0.000,-0.001
-0.007,0.003,-0.001
0.008,-0.006,0.000
-0.001,-0.000,0.000
-0.006,0.002,-0.001
0.009,-0.003,0.001
-0.000,0.004,0.000
-0.006,0.001,-0.004
0.004,-0.004,0.001
0.001,-0.001,0.001
-0.007,0.000,0.001
0.000,-0.004,0.000
0.006,0.001,-0.001
-0.007,0.009,-0.001
-0.003,-0.009,-0.003
0.005,-0.003,0.000
-0.006,0.009,-0.000
-0.001,-0.000,-0.001
0.006,-0.001,0.002
-0.003,0.001,0.003
-0.005,0.000,-0.001
0.004,-0.001,-0.000
0.001,0.000,0.001
-0.006,0.001,-0.000
-0.000,-0.002,0.001
0.004,-0.005,0.002
-0.003,0.000,-0.002
0.002,0.003,-0.005
0.004,-0.001,-0.003
-0.006,-0.000,-0.003
0.002,0.000,0.000
-0.000,0.000,0.002
-0.005,0.002,0.000
0.006,-0.001,0.003
-0.001,-0.004,0.001
-0.002,0.000,-0.000
0.005,0.004,-0.001
-0.000,-0.004,-0.005
-0.004,0.000,-0.003
-0.004,0.004,-0.004
0.003,-0.006,-0.002
-0.004,0.005,0.000
-0.001,0.001,-0.002
0.008,-0.008,0.004
-0.009,0.005,-0.000
-0.005,0.001,-0.006
0.008,-0.003,0.004
-0.003,-0.001,0.000
0.001,-0.001,-0.003
-0.000,0.001,0.001
-0.007,-0.004,-0.005
0.004,-0.000,-0.002
-0.000,0.006,0.000
-0.007,-0.002,-0.006
0.001,-0.002,0.000
0.002,0.001,0.001
-0.000,-0.003,-0.005
0.003,0.001,0.001
-0.000,0.008,0.001
-0.004,-0.001,-0.004
0.001,0.000,0.003
0.002,0.003,0.000
-0.002,-0.007,-0.000
-0.001,0.000,0.003
0.001,0.005,-0.004
-0.004,-0.003,-0.002
-0.000,-0.000,-0.001
0.003,0.003,-0.001
-0.005,0.001,0.000
0.003,0.000,-0.001
0.000,0.003,0.003
-0.011,-0.002,0.000
0.010,-0.004,0.000
0.001,0.003,0.006
-0.012,-0.000,-0.006
0.013,-0.004,-0.002
0.001,0.002,-0.000
-0.011,0.001,-0.006
0.011,0.000,0.004
0.000,0.003,0.000
-0.005,0.000,0.002
0.002,0.003,0.005
-0.003,0.002,-0.000
0.005,-0.006,0.005
-0.004,-0.001,0.002
-0.006,-0.000,-0.000
0.006,-0.000,0.004
0.001,0.003,-0.003
0.003,-0.002,-0.003
-0.003,0.003,0.002
-0.003,0.004,-0.002
0.008,-0.004,0.000
-0.003,0.005,0.008
-0.005,0.000,0.000
0.008,-0.007,0.003
-0.001,0.005,0.005
-0.006,-0.003,-0.006
0.005,-0.001,0.000
-0.000,0.006,0.001
-0.003,-0.005,-0.003
0.007,-0.000,0.003
-0.004,0.002,-0.002
-0.004,-0.001,-0.001
0.015,0.003,0.004
-0.001,0.000,0.000
-0.013,-0.003,-0.002
0.007,0.001,0.000
0.005,0.000,0.004
-0.008,-0.000,0.001
0.001,0.002,0.000
0.003,0.001,0.003
-0.007,-0.002,-0.001
0.004,0.002,0.001
0.004,0.002,0.003
-0.011,-0.002,-0.002
0.004,0.002,0.000
0.006,-0.002,0.003
-0.008,0.000,0.000
0.002,0.008,0.000
0.007,-0.000,0.000
-0.001,-0.003,0.001
-0.003,0.002,0.000
-0.001,0.001,-0.000
0.008,-0.005,0.003
-0.001,0.001,0.001
-0.007,0.001,-0.005
0.010,-0.005,-0.001
-0.001,0.004,0.000
-0.007,0.004,-0.001
0.008,-0.004,0.005
-0.006,0.000,0.008
-0.008,-0.003,0.016
0.016,-0.011,0.091
0.013,-0.021,0.269
0.005,-0.034,0.513
0.002,-0.008,0.612
-0.027,0.040,0.365
-0.013,0.017,0.128
0.040,-0.059,0.303
-0.001,-0.046,0.385
-0.072,-0.014,0.117
0.042,-0.203,0.755
0.149,-0.306,2.634
-0.054,0.026,3.571
-0.220,0.259,2.273
-0.043,0.152,0.417
0.103,0.039,0.038
-0.073,-0.025,-0.080
-0.334,-0.128,-1.680
-0.233,-0.670,-1.582
-0.159,-0.393,-0.693
-0.689,1.266,-4.178
-0.350,0.566,-5.334
0.715,-0.577,-1.578
-0.229,1.544,-1.887
-0.855,0.763,-1.796
0.214,-0.885,-0.571
-0.917,2.330,-6.390
-0.904,1.439,-7.235
1.013,-1.271,-0.575
-1.292,2.076,-2.515
-2.019,1.640,-8.617
0.407,-0.465,-11.274
-1.255,2.484,-10.421
-0.756,1.386,-4.419
2.119,-0.659,0.075
0.546,0.535,5.203
0.320,0.983,8.739
0.551,2.101,5.597
-0.062,0.551,4.526
2.457,-0.677,-1.631
3.262,-1.976,0.624
3.401,-4.722,14.307
0.041,-0.041,3.940
-3.983,-1.181,-6.024
2.105,-5.923,3.370
2.970,-1.120,10.520
2.251,-2.845,13.830
7.165,-5.874,5.127
0.445,-2.478,-0.063
-2.820,-0.596,2.260
0.230,-1.926,-1.573
2.565,-7.121,2.076
9.417,-4.943,2.256
1.743,0.858,-3.140
-6.708,1.862,-4.015
-4.136,0.692,0.569
-4.607,-0.423,4.381
-0.886,3.810,-4.495
0.555,1.838,-4.538
-0.008,0.541,-1.580
-3.429,4.246,-4.063
-9.735,1.134,-0.438
-2.781,4.741,-6.627
5.469,5.482,-8.403
8.653,2.357,1.704
1.326,8.296,6.615
-11.090,10.873,1.816
-5.321,7.367,-6.103
3.750,-1.842,3.432
5.460,-2.463,16.117
1.509,3.994,8.263
-3.974,-2.563,-6.124
-0.546,-6.624,-15.083
2.778,-5.371,-14.785
7.824,-7.337,-0.211
11.523,-2.147,5.902
0.577,3.186,-1.978
-4.346,0.073,0.449
1.231,-2.269,5.173
0.362,-2.032,1.242
-0.094,-1.755,-12.694
-2.100,-1.903,-15.909
-1.158,-3.111,2.220
1.732,-6.962,6.816
-4.208,-10.983,8.522
-0.239,-1.782,19.101
-0.344,14.594,9.961
-2.067,11.165,4.747
9.336,-3.817,15.394
-6.278,4.339,1.553
-25.573,7.891,-9.564
-11.227,-3.698,-10.365
0.029,3.406,-18.942
4.143,-3.808,-6.002
12.386,-8.068,-4.032
1.117,2.667,12.683
-4.406,-3.528,33.353
5.966,5.252,-2.532
7.559,4.410,-6.199
12.978,-3.953,6.971
-1.048,3.645,-4.209
-10.903,-3.864,-7.431
0.380,-9.883,-10.715
-8.476,-7.380,2.354
-0.636,4.842,-4.548
7.287,5.425,-15.266
5.071,-7.517,-2.929
14.310,2.169,-4.691
0.064,4.576,10.134
-5.852,6.126,12.876
-5.724,11.741,-9.286
-8.576,4.180,-7.477
4.594,3.399,-11.781
-6.371,-2.091,-21.263
-6.693,-6.796,-11.612
6.117,-5.749,1.481
-16.219,-1.423,11.645
-14.557,5.475,11.440
8.667,-0.909,7.067
4.149,5.702,0.114
-1.722,9.467,-3.324
-0.729,-6.447,1.673
3.074,-7.002,-1.256
4.430,-10.091,13.268
2.562,0.797,7.469
5.208,20.110,-18.570
13.303,-0.134,10.007
22.406,-5.882,20.966
-0.907,1.341,-1.207
-8.789,-4.680,0.490
13.937,5.333,12.743
0.746,12.846,1.969
1.162,7.158,-25.631
15.461,-11.903,2.566
1.463,-10.161,21.483
-13.328,-0.478,-6.447
-13.798,-20.948,-9.008
-2.788,-11.274,-15.267
-6.986,3.342,-18.356
-0.651,-4.705,-10.405
3.299,-3.967,1.965
-23.323,-6.527,17.700
-15.985,2.936,2.148
-3.358,5.133,3.380
-3.068,1.217,11.404
15.604,10.815,-9.722
12.542,2.986,-9.336
2.488,-2.908,-3.704
-0.867,-2.746,3.405
-2.082,-1.945,12.860
1.817,10.922,-3.444
-6.283,17.779,4.003
5.129,25.638,8.199
15.696,18.505,-16.760
-0.297,-6.485,-5.825
-6.086,-5.962,-16.694
-5.909,-7.030,-24.673
9.576,-20.189,33.103
13.701,-3.868,27.960
-15.897,7.594,-6.839
-3.245,-2.507,-11.785
13.058,-2.553,-22.728
-13.019,-2.154,-1.613
1.109,1.396,-24.342
9.655,-6.179,-26.868
-13.247,-13.696,33.367
-9.864,-1.638,30.741
-7.996,-19.047,36.315
18.151,-21.286,8.816
24.587,-2.071,-39.141
4.959,-0.010,-7.834
26.049,12.554,9.238
-0.916,2.450,26.646
-18.588,10.585,22.460
-5.962,23.846,-1.955
-22.450,-0.003,9.722
1.450,10.011,-10.012
-0.372,3.414,-31.831
-7.295,-18.426,-31.945
6.786,-18.233,-7.189
-10.124,-27.470,41.405
11.723,-6.763,27.950
1.079,12.683,0.343
-25.988,12.548,0.315
12.247,22.881,-16.819
4.733,7.151,-3.038
-17.281,-5.412,1.997
-13.814,-2.807,-0.641
-12.264,-5.553,16.918
18.571,1.119,-17.562
24.819,-15.036,-6.554
23.834,-3.597,17.098
12.427,27.515,-5.649
-15.794,1.393,23.150
19.900,0.805,23.540
20.615,30.642,-13.989
-4.026,33.763,-24.918
0.938,15.945,-5.978
-30.444,2.998,7.452
-22.218,0.596,-17.836
-1.872,-24.329,-15.490
-17.227,-14.794,-1.142
-10.119,0.237,10.148
2.565,-20.851,21.885
18.670,-11.324,31.518
11.600,-5.837,53.594
-14.839,10.244,6.501
-20.044,13.534,-30.837
-22.345,-17.717,-11.991
-7.284,4.867,-27.436
8.650,2.075,-21.404
2.904,-19.550,-19.589
-8.766,-0.708,-19.190
-8.808,3.284,14.203
17.161,16.454,20.073
21.200,20.541,0.657
20.962,8.883,-19.694
23.691,4.860,3.773
-14.786,14.044,7.640
-32.867,11.133,-15.504
-10.540,-22.079,-19.161
9.236,-6.271,-19.469
-6.860,12.401,27.862
-26.653,1.991,13.308
-13.561,-9.230,-10.285
-14.426,-27.715,28.758
-13.466,0.635,12.099
10.909,13.918,32.233
30.479,5.624,32.310
11.123,23.884,-18.245
-17.541,19.473,-8.157
-3.655,9.037,-11.385
1.498,-11.872,-6.864
10.563,-23.076,7.111
29.142,-5.529,16.822
14.450,4.980,46.932
10.887,25.187,26.979
-2.301,12.253,15.246
-29.258,0.282,-22.620
-19.412,14.283,-84.814
4.460,-39.301,-12.612
24.220,-44.972,9.247
-3.366,-4.565,-33.261
-38.686,-25.750,9.338
-13.219,-3.464,0.915
-9.668,14.735,-12.513
3.265,-8.360,11.600
16.305,-13.156,17.709
-33.100,-4.608,7.280
-27.573,13.125,-26.832
-2.506,-23.494,-35.331
6.471,-51.025,-15.071
34.718,-36.324,39.423
21.507,-28.725,47.579
8.585,0.226,14.420
19.615,-11.788,39.178
32.634,-20.552,-0.442
30.282,0.283,-55.228
16.605,-33.622,-40.357
35.107,-30.522,-74.206
29.602,-17.754,-45.721
12.844,-49.931,48.574
27.208,-29.362,-2.067
26.752,-29.938,-53.269
66.266,-52.144,-24.165
104.559,-25.705,-24.762
66.179,-25.206,3.311
62.813,-26.930,30.569
58.290,-0.302,31.925
6.167,48.290,-23.588
-5.966,74.211,-94.565
6.124,52.096,-59.472
18.469,72.193,-24.494
-13.009,90.096,8.836
-58.397,101.263,36.315
-66.115,125.665,8.152
-86.112,98.129,-10.527
-77.699,86.207,-35.162
-81.460,81.927,-33.367
-112.988,69.652,-9.867
-93.861,59.926,45.436
-92.510,0.637,90.168
-108.925,-34.832,21.712
-91.822,-40.590,-0.192
-51.495,-57.867,23.142
-5.464,-63.729,-27.677
19.270,-88.170,-28.661
40.189,-125.073,53.006
42.993,-125.894,69.995
29.621,-78.442,18.096
59.017,-56.222,36.882
106.611,-51.947,29.208
110.358,19.939,-36.979
61.584,79.979,-42.907
14.055,81.262,-35.591
-4.395,72.149,37.487
-27.711,94.414,70.806
-26.740,124.609,10.799
1.827,93.579,8.243
10.685,85.358,-25.634
-0.772,79.519,-21.702
-45.751,40.749,3.455
-82.484,39.286,-23.989
-70.030,4.940,0.126
-43.659,-19.913,-12.719
-16.106,-31.134,-49.838
-8.397,-68.698,-56.688
-31.461,-79.624,-7.510
-48.001,-93.836,38.850
-21.221,-83.407,26.820
32.499,-102.339,55.588
75.098,-139.089,27.493
89.555,-107.743,-0.916
63.269,-82.048,0.522
38.799,-59.049,-93.313
42.998,-47.009,-121.633
52.336,-40.580,-39.795
57.455,0.312,-6.855
47.394,36.752,-26.434
50.187,32.121,31.815
69.193,26.707,56.147
67.012,60.299,31.631
39.178,41.032,82.993
3.995,10.760,21.257
-2.549,-15.305,-24.570
9.323,-68.910,2.528
31.489,-31.957,-58.781
56.160,-16.065,-4.503
29.677,-43.015,4.815
-27.951,-25.145,-112.954
-67.938,-37.063,-63.610
-67.877,18.730,2.125
-39.932,133.661,-4.542
-43.091,182.160,9.000
-52.255,191.696,-33.388
-40.824,130.044,11.807
-61.153,48.487,118.189
-82.569,36.226,65.562
-78.397,4.074,16.739
-63.241,-17.723,42.073
-54.407,3.736,74.094
-86.733,12.501,86.157
-56.766,39.245,78.096
25.412,28.195,64.900
45.613,18.044,-53.135
58.221,8.962,-83.946
62.546,-45.811,-25.320
64.432,-18.741,-39.920
52.121,-29.867,6.853
8.891,-98.545,17.027
16.751,-79.477,-5.798
31.377,-37.795,5.267
34.902,17.025,14.565
19.521,57.263,32.575
-36.017,64.819,-25.441
-43.408,46.805,-46.008
-11.191,-15.373,-36.383
23.367,-59.032,-92.138
31.584,-72.335,-65.219
-0.652,-32.526,-47.979
-11.457,43.774,-71.922
-24.538,39.999,65.322
-51.338,26.332,110.482
-44.093,47.533,-40.770
-15.089,-31.218,-67.181
39.000,-131.380,-66.933
68.323,-147.224,-106.295
9.672,-121.480,-70.461
-52.380,-73.599,-47.527
-59.782,-60.694,18.307
-24.562,-74.784,133.621
44.880,-75.258,92.805
104.674,-110.712,8.498
136.319,-134.946,61.954
130.018,-46.459,57.570
60.418,18.269,5.373
-5.734,-7.190,-17.450
9.096,-2.026,-17.614
40.010,-6.201,57.883
38.337,35.830,-1.938
22.268,78.552,-47.357
9.433,26.792,31.998
20.184,61.353,-18.579
-7.605,98.687,-8.321
-49.934,76.858,43.125
-39.263,95.801,-46.689
-45.558,106.856,-138.959
-62.891,116.003,-152.034
-54.312,69.237,-78.235
-43.277,18.928,-1.169
-18.417,2.032,47.895
24.158,-60.727,9.499
64.224,-73.968,-9.720
57.166,-51.277,114.768
5.432,28.071,69.547
-24.158,135.022,-3.468
-20.496,136.756,53.863
14.224,127.049,17.815
73.504,70.483,78.501
113.350,9.539,28.781
119.687,43.857,-239.783
74.402,4.121,-65.736
-24.955,12.238,187.568
-96.567,178.833,-19.011
-70.806,154.445,11.538
-3.722,-14.354,169.210
-1.655,-46.327,36.858
-43.486,-74.109,-23.791
-20.318,-125.606,-94.724
26.545,-201.764,-76.705
-17.409,-211.176,66.343
-97.346,-68.290,86.216
-105.858,-35.953,72.639
-29.873,-43.503,10.909
10.341,-49.033,35.284
-53.139,-118.846,50.835
-68.021,-131.262,-62.436
-4.834,-141.467,-114.708
-3.555,-131.277,-100.483
-83.346,-125.032,25.019
-131.336,-97.681,115.836
-96.863,23.807,104.922
-44.498,91.952,62.256
15.043,103.362,-70.149
76.501,117.302,-123.054
90.403,125.876,-62.158
41.884,135.988,52.621
-20.800,122.341,185.711
-29.845,101.688,127.675
22.125,68.288,1.608
111.440,15.634,-43.179
167.643,45.873,-121.070
146.881,63.879,-36.621
90.839,-17.853,120.433
26.728,-14.557,41.325
-21.727,46.623,-35.744
-33.317,100.682,-30.958
-15.085,141.595,-37.119
-4.418,84.423,5.531
-25.140,20.614,-9.948
-24.617,-38.818,-93.413
19.634,-170.770,-80.855
42.765,-286.640,68.907
-6.250,-297.345,195.612
-88.137,-207.569,130.026
-109.547,-111.192,32.448
-69.846,-106.005,2.943
-28.550,-96.737,-142.140
-5.125,-22.667,-142.647
-40.737,12.308,51.506
-87.709,63.778,-5.364
-47.249,88.775,-34.223
17.835,49.250,93.528
71.063,109.867,12.644
116.106,101.430,-113.897
117.414,-33.890,-136.371
111.945,-103.874,-58.450
88.298,-90.531,2.179
76.954,34.224,-56.194
112.983,62.543,24.028
102.081,-34.674,108.901
61.396,35.768,20.980
47.239,157.073,-32.318
54.045,196.532,-8.752
30.319,208.536,17.156
-72.901,237.458,-100.616
-138.544,236.745,-100.066
-124.898,107.605,133.077
-129.424,75.177,8.552
-117.852,152.458,-143.765
-77.739,106.460,132.923
-85.596,48.343,187.853
-119.923,17.335,12.877
-167.932,-50.988,48.416
-190.609,-84.473,55.993
-111.345,-62.660,7.244
-41.737,-10.859,60.086
-47.936,59.513,-2.679
-36.488,64.942,-57.244
-3.753,-43.895,77.621
16.192,-95.570,99.759
20.851,-72.091,37.884
17.189,-104.043,-1.241
41.902,-148.983,18.276
46.827,-255.991,205.494
-8.899,-305.454,180.324
3.400,-167.467,12.509
106.137,-107.568,64.899
173.806,-83.627,54.701
150.481,27.355,-97.686
94.645,69.366,-158.390
67.180,84.696,-62.047
-49.102,157.059,-41.384
-200.532,254.456,-130.337
-185.051,260.180,-89.477
-126.679,189.326,-38.294
-142.836,193.421,-13.552
-185.993,186.939,19.900
-238.316,97.598,37.762
-219.864,-9.990,92.274
-144.304,-92.220,91.582
-105.837,-120.378,10.994
-33.068,-134.490,-40.896
77.965,-195.930,-14.892
156.310,-223.061,-67.419
208.328,-143.398,-86.286
184.757,-93.691,-55.113
174.359,-109.561,-143.244
211.820,-211.443,-1.394
169.395,-335.390,103.196
136.014,-283.874,-101.451
137.420,-274.553,-109.391
132.589,-370.733,41.065
148.298,-325.922,102.037
116.482,-237.529,81.188
84.481,-203.494,-7.612
127.102,-197.106,-85.387
216.643,-232.411,-19.840
283.042,-189.051,60.575
266.158,-62.979,-13.232
214.365,-25.009,-19.169
130.483,40.207,-79.134
62.583,175.929,-247.894
78.952,138.344,-151.734
87.720,83.272,-61.136
60.478,162.154,-101.026
-23.018,180.479,-46.362
-128.335,252.697,-71.006
-145.136,319.743,12.005
-122.867,230.205,77.433
-54.379,226.368,-90.430
54.282,171.490,43.439
65.733,97.273,111.214
6.829,242.509,-153.009
-47.125,309.625,-76.622
-126.043,274.160,74.302
-193.635,271.804,10.227
-234.647,250.289,40.520
-275.390,248.557,40.788
-274.506,253.237,8.151
-290.881,248.731,65.344
-311.558,254.881,55.752
-273.797,261.750,118.417
-266.529,190.738,262.812
-253.495,82.890,152.609
-199.584,5.046,-22.188
-122.738,-135.169,38.533
-17.374,-248.031,146.454
16.297,-279.361,81.476
-30.344,-295.588,-37.891
-67.804,-285.747,43.927
-56.149,-353.713,197.274
-25.452,-393.824,162.690
18.533,-289.578,69.682
101.924,-193.953,71.238
144.989,-18.907,81.493
86.667,155.040,22.162
20.064,91.248,-99.255
98.259,-48.052,-110.977
180.509,-167.624,23.322
22.187,-156.855,-53.954
-178.682,20.195,-93.056
-235.387,20.394,160.534
-222.163,9.280,52.620
-135.191,118.220,-58.323
-48.329,-7.811,226.441
-17.497,-18.063,116.061
75.901,99.142,-79.295
149.249,-88.711,-10.667
124.645,-132.333,-148.577
184.129,-57.145,-262.742
221.798,-148.458,-186.095
119.466,-116.251,-98.548
83.668,-73.593,-161.938
78.047,-51.092,-273.059
82.124,25.949,-93.655
145.111,26.714,-33.292
174.147,95.544,-266.896
238.408,108.217,-176.697
267.180,-22.840,5.902
287.508,-29.793,-114.811
364.867,-72.336,-16.291
253.342,-173.967,185.178
93.715,-68.979,-10.194
61.047,77.419,-17.823
67.919,49.722,245.321
71.492,-54.939,70.075
25.011,-136.520,-84.288
20.057,-298.717,92.250
-44.963,-366.941,-5.315
-214.984,-243.711,-134.492
-261.155,-249.843,-38.277
-181.893,-216.772,27.479
-57.542,-94.555,111.977
50.064,-86.075,151.028
117.930,49.099,117.073
122.848,212.578,126.892
44.711,282.002,164.938
3.464,396.424,134.179
-15.408,428.693,-19.853
-39.181,431.387,-67.124
-13.023,453.287,52.060
-47.325,439.933,19.970
-142.412,494.473,-74.164
-192.461,538.099,-34.661
-229.879,586.371,-39.894
-221.442,649.284,44.377
-189.516,656.826,133.178
-190.222,701.471,-21.123
-146.475,653.496,-74.426
-109.608,522.575,-0.275
-111.080,382.475,27.778
-125.952,160.510,-12.821
-170.963,-8.073,-35.223
-245.003,-144.725,95.159
-346.293,-231.881,103.877
-332.661,-200.469,43.123
-226.800,-222.826,92.719
-208.946,-418.491,96.771
-247.092,-705.261,6.187
-216.329,-782.441,-147.224
-17.570,-767.519,-82.427
156.082,-844.452,71.189
85.689,-699.122,35.072
39.764,-562.103,103.106
141.655,-602.305,156.322
158.777,-543.780,83.199
149.001,-623.245,76.352
173.335,-697.173,22.438
121.477,-511.637,-53.065
129.142,-474.013,-36.024
200.191,-510.598,13.634
226.897,-343.405,-84.891
301.284,-201.028,-219.331
346.544,-205.318,-206.059
343.291,-172.396,-284.514
346.681,-72.185,-324.546
277.897,-8.121,-131.907
184.192,116.493,25.804
9.088,278.520,-17.344
-148.501,409.470,-139.285
-113.130,513.016,-12.753
-97.759,520.647,208.225
-153.932,603.068,119.668
-254.479,677.392,-35.820
-377.913,604.043,0.253
-437.417,605.846,28.706
-439.608,510.492,-105.197
-298.629,309.579,-184.221
-121.674,217.061,-70.380
19.290,77.451,-15.437
125.929,-22.067,-65.466
111.665,-33.361,-46.755
130.346,-116.475,39.288
139.991,-145.128,44.220
91.356,-104.203,-44.348
121.066,-180.818,-19.565
173.619,-248.974,111.257
216.614,-219.761,192.398
285.353,-206.069,155.656
381.959,-96.007,31.579
372.842,43.857,-31.710
223.190,68.094,0.472
72.750,71.254,0.556
-13.649,78.562,-112.235
-19.130,94.789,-206.405
-25.804,114.870,-168.507
-20.690,155.669,-54.756
-12.763,210.257,76.505
-80.279,272.924,131.640
-149.467,411.611,70.158
-171.206,500.685,67.283
-194.432,492.965,247.129
-297.065,545.507,362.168
-329.681,618.634,211.596
-242.924,607.736,53.780
-149.525,520.511,72.993
13.144,351.750,78.719
161.003,112.002,15.300
272.782,-61.171,-63.887
311.148,-76.141,-168.104
170.706,-113.499,-157.412
89.893,-127.308,-126.695
158.048,48.054,-142.771
214.237,62.580,11.374
151.167,-59.233,90.941
-80.644,-4.238,43.977
-212.495,-62.619,232.469
-194.028,-248.366,317.308
-314.345,-342.404,121.823
-343.957,-526.923,127.089
-279.616,-862.154,212.858
-292.545,-1092.602,115.198
-110.142,-1027.356,-3.223
84.332,-843.201,-112.037
163.868,-679.123,-146.219
233.189,-466.356,-74.499
231.766,-248.331,-33.984
274.306,-62.068,-76.146
324.239,54.742,-110.052
390.648,58.493,-69.315
419.244,-12.959,-127.646
326.192,-15.734,-245.837
280.598,125.188,-226.550
148.918,252.523,-203.011
-46.721,353.361,-239.656
-158.287,456.224,-215.892
-306.880,432.007,-70.200
-443.184,379.718,117.201
-593.021,409.543,117.812
-714.297,339.846,-4.492
-680.482,140.150,99.104
-683.152,28.961,276.984
-714.680,146.854,184.482
-534.831,369.581,91.652
-195.420,374.892,168.557
-67.178,257.645,135.719
-177.295,166.804,40.225
-170.850,-40.515,100.897
-144.728,-88.375,120.463
-147.829,-12.726,-126.400
-70.265,-23.485,-292.848
-33.286,57.994,-234.178
47.077,79.257,-296.333
157.807,77.845,-300.599
344.215,33.013,-160.126
531.924,-121.553,-136.018
500.107,-170.960,-48.720
540.970,-306.429,90.392
531.975,-382.793,121.743
331.838,-316.235,147.929
186.108,-280.324,186.008
96.984,-94.254,248.906
180.351,52.557,287.086
297.076,50.675,214.700
325.846,16.027,95.503
330.750,14.915,22.176
328.957,74.187,-18.136
399.715,62.238,-144.301
415.391,84.258,-232.897
394.660,147.155,-141.298
303.977,159.860,-102.491
173.704,210.028,-139.488
58.995,199.521,-119.231
-161.865,75.169,-130.012
-307.942,11.702,-109.174
-403.183,-55.585,1.111
-383.104,-167.498,52.964
-215.007,-97.168,44.381
-181.657,96.717,80.850
-170.212,240.364,122.105
-150.826,272.577,147.087
-152.058,199.667,165.680
-83.662,76.085,160.460
66.590,-48.735,214.915
249.909,-132.685,180.219
241.701,-245.619,-59.684
159.462,-255.237,-181.107
168.425,-198.066,-142.466
89.589,-243.262,-140.941
-49.751,-211.350,-89.857
-88.085,-220.818,-16.040
-60.158,-237.844,-6.195
-112.764,-154.391,44.441
-184.732,-245.596,94.174
-216.993,-289.973,85.821
-190.491,-254.151,48.912
-20.865,-293.598,-23.982
119.551,-181.649,-34.318
201.448,-79.539,22.556
175.025,30.769,87.973
